dijkstra_time_ms,bellman_ford_time_ms,size_n
0.00641682,0.0133322,980
0.00943727,0.0133043,990
0.00653531,0.0135629,990
0.00659015,0.013324,990
0.00652916,0.0134952,990
0.00752109,0.0135341,990
0.00656764,0.0134607,990
0.00656269,0.0138194,990
0.00651466,0.0135564,990
0.00679685,0.0134007,990
0.00647998,0.0132735,990
0.0084061,0.0136517,990
0.0130053,0.0155484,990
0.00959335,0.0143378,990
0.00682229,0.0140981,990
0.00679391,0.0139498,990
0.00967832,0.0141397,990
0.00690403,0.0140783,990
0.00684027,0.0143038,990
0.00671988,0.0139689,990
0.00665458,0.0138291,990
0.00947484,0.0137283,990
0.00679507,0.0138335,990
0.00682383,0.0144338,990
0.00685386,0.0142597,990
0.00672841,0.0141112,990
0.0067923,0.0139621,990
0.00780202,0.0136416,990
0.00942075,0.0137876,990
0.00878572,0.0141858,990
0.00701745,0.0145948,990
0.00671935,0.0136677,990
0.00672035,0.0138088,990
0.00971079,0.0140735,1000
0.00679572,0.0139752,1000
0.00678423,0.014598,1000
0.00968333,0.0142515,1000
0.012523,0.0141409,1000
0.00926635,0.0145566,1000
0.0067838,0.0141546,1000
0.00692794,0.0141547,1000
0.00683495,0.0138909,1000
0.00697459,0.0169509,1000
0.00827222,0.0146963,1000
0.00722042,0.0154409,1000
0.00725886,0.0149348,1000
0.0136713,0.0154536,1000
0.00759697,0.0156861,1000
0.00768158,0.016236,1000
0.00797761,0.0162899,1000
0.0103201,0.0161389,1000
0.00798242,0.0161858,1000
0.0102613,0.0157969,1000
0.010327,0.0159249,1000
0.00850502,0.0166568,1000
0.00792451,0.0156499,1000
0.0101237,0.014893,1000
0.00741237,0.015712,1000
0.0101252,0.015391,1000
0.00858994,0.0151033,1000
0.0073019,0.0149354,1000
0.00872127,0.0147528,1000
0.00993319,0.0148587,1000
0.00711615,0.0147655,1000
0.00709568,0.0160382,1000
0.00751397,0.0148551,1010
0.00715288,0.0148271,1010
0.00726339,0.0149044,1010
0.00718948,0.014761,1010
0.00721151,0.014769,1010
0.00727114,0.0153575,1010
0.00748427,0.0149282,1010
0.00721174,0.0150442,1010
0.0099775,0.0148056,1010
0.00705973,0.0150935,1010
0.00958756,0.0148698,1010
0.00691408,0.0145951,1010
0.00972732,0.0147081,1010
0.00838653,0.014618,1010
0.0068861,0.014704,1010
0.0083237,0.0142964,1010
0.00697899,0.0143617,1010
0.00965995,0.0144716,1010
0.00698756,0.0145294,1010
0.0128265,0.0143864,1010
0.0067166,0.0140381,1010
0.00681562,0.0139983,1010
0.00682031,0.0140554,1010
0.00669332,0.0150839,1010
0.0067583,0.0140618,1010
0.00675499,0.0141601,1010
0.00678549,0.0142129,1010
0.00678571,0.0153478,1010
0.00676019,0.0141512,1010
0.00687923,0.0147262,1010
0.0121826,0.0139224,1010
0.00730622,0.0139398,1010
0.00889487,0.0142913,1020
0.00831129,0.0142316,1020
0.0068823,0.0143187,1020
0.00696436,0.0140965,1020
0.00687453,0.0144597,1020
0.00701734,0.0142623,1020
0.00977103,0.0143412,1020
0.0069905,0.0144349,1020
0.00700299,0.0146545,1020
0.00696976,0.0145443,1020
0.00916727,0.0145919,1020
0.00689081,0.0141812,1020
0.00687387,0.0140924,1020
0.00708685,0.0199211,1020
0.0108536,0.014985,1020
0.00732723,0.0146637,1020
0.00713147,0.0147922,1020
0.00709167,0.014716,1020
0.00712571,0.0146153,1020
0.00711115,0.0149358,1020
0.00729535,0.0145286,1020
0.00713052,0.0145699,1020
0.00715516,0.0149075,1020
0.0071897,0.0150129,1020
0.00717636,0.016628,1020
0.00707654,0.0148764,1020
0.00730009,0.0144467,1020
0.00712547,0.0149373,1020
0.00720221,0.0145321,1020
0.00705898,0.0145698,1020
0.00713389,0.0145712,1020
0.00717796,0.0145347,1020
0.00743317,0.015058,1030
0.0100388,0.0147733,1030
0.00735299,0.015074,1030
0.0100229,0.0150513,1030
0.00725757,0.0149909,1030
0.0099102,0.0143385,1030
0.0072722,0.0147394,1030
0.0100103,0.0144825,1030
0.0082615,0.0145992,1030
0.00698144,0.0143974,1030
0.00994279,0.0145081,1030
0.00797006,0.0146112,1030
0.00707274,0.0144162,1030
0.00940585,0.0146173,1030
0.00712762,0.0144038,1030
0.00698071,0.0143922,1030
0.00707191,0.0143569,1030
0.00705406,0.0143868,1030
0.00719795,0.0144814,1030
0.00999771,0.0144954,1030
0.0089714,0.014476,1030
0.00922514,0.0142064,1030
0.00699206,0.0149585,1030
0.00708531,0.0146452,1030
0.00811561,0.0145041,1030
0.00717396,0.0145017,1030
0.00713124,0.014665,1030
0.00702132,0.0145582,1030
0.0070935,0.0146425,1030
0.00712497,0.0145684,1030
0.00858032,0.0144707,1030
0.00703111,0.0145214,1030
0.00748121,0.0147052,1040
0.00723346,0.0148188,1040
0.00723168,0.0148793,1040
0.00988487,0.0148238,1040
0.00710568,0.0148188,1040
0.00711868,0.01491,1040
0.00729201,0.0149308,1040
0.00715771,0.0146056,1040
0.00710389,0.0146171,1040
0.0071661,0.0150359,1040
0.00719091,0.0149416,1040
0.00718412,0.0151024,1040
0.00717984,0.0148695,1040
0.00716109,0.0146727,1040
0.00707558,0.014976,1040
0.007407,0.0147278,1040
0.00714948,0.0146978,1040
0.0071447,0.0146637,1040
0.0072333,0.0146219,1040
0.00718603,0.0147615,1040
0.00729681,0.0147261,1040
0.00715952,0.0148729,1040
0.00720467,0.0146453,1040
0.00721913,0.0147338,1040
0.00709957,0.0149494,1040
0.00712024,0.014698,1040
0.00717039,0.0146463,1040
0.00722818,0.0147101,1040
0.00714631,0.0148224,1040
0.00719634,0.0146625,1040
0.00737706,0.0148381,1040
0.0074177,0.0148305,1040
0.0120552,0.0206654,1050
0.00841055,0.0154098,1050
0.00762722,0.0157604,1050
0.00757562,0.0154952,1050
0.00748552,0.0155196,1050
0.0074133,0.0155195,1050
0.00751675,0.0153638,1050
0.00764318,0.0154613,1050
0.0104817,0.0154855,1050
0.0089299,0.0156399,1050
0.00757544,0.0157366,1050
0.00748092,0.0155496,1050
0.0111913,0.0201075,1050
0.010996,0.0155512,1050
0.00755604,0.0153435,1050
0.00746271,0.0155484,1050
0.00755709,0.0156441,1050
0.00764494,0.0156846,1050
0.00752071,0.0157728,1050
0.00766189,0.015566,1050
0.00765097,0.015995,1050
0.00757975,0.0155937,1050
0.00757608,0.0157458,1050
0.00798796,0.0155915,1050
0.00763488,0.0155425,1050
0.00751135,0.0153618,1050
0.00751985,0.0156828,1050
0.00747467,0.0157735,1050
0.00753797,0.0157535,1050
0.00760041,0.0155256,1050
0.0104153,0.0161701,1050
0.00854185,0.0159398,1050
0.00938225,0.0158258,1060
0.00762184,0.0157016,1060
0.00774017,0.0157889,1060
0.00772177,0.0159261,1060
0.0104662,0.0159363,1060
0.0102201,0.0152673,1060
0.00875704,0.0152667,1060
0.0076736,0.0154854,1060
0.00965401,0.0153312,1060
0.00760194,0.0154292,1060
0.00837761,0.015263,1060
0.00748488,0.015657,1060
0.00748048,0.0158817,1060
0.0104295,0.0155435,1060
0.0105597,0.0165157,1060
0.0109099,0.0160934,1060
0.00989257,0.0155023,1060
0.0075046,0.0153708,1060
0.00743307,0.0153437,1060
0.00745046,0.0153014,1060
0.0101947,0.0151509,1060
0.00896537,0.0151502,1060
0.00755973,0.0154726,1060
0.00770124,0.015483,1060
0.0075251,0.015439,1060
0.00745326,0.0155275,1060
0.00755805,0.0153787,1060
0.00746698,0.0154633,1060
0.00745623,0.0155954,1060
0.00753463,0.0155644,1060
0.00767941,0.0156789,1060
0.0076872,0.0159109,1060
0.00975906,0.0161455,1070
0.0127122,0.0160231,1070
0.0103789,0.0155907,1070
0.0107546,0.0157649,1070
0.00761832,0.0155361,1070
0.0105096,0.0156284,1070
0.00764307,0.0158017,1070
0.010535,0.016018,1070
0.0104861,0.0154466,1070
0.0075685,0.0157171,1070
0.00760926,0.0161588,1070
0.00756159,0.0157868,1070
0.00756735,0.0157748,1070
0.00813105,0.0162186,1070
0.00818173,0.0162777,1070
0.0077817,0.0160456,1070
0.00785948,0.0162368,1070
0.00790357,0.016425,1070
0.00963239,0.0164058,1070
0.00778745,0.0165975,1070
0.00791397,0.0165533,1070
0.00783434,0.0162729,1070
0.010562,0.0160233,1070
0.00769606,0.0155554,1070
0.00760941,0.0155537,1070
0.0103487,0.0157945,1070
0.00759022,0.0157004,1070
0.00823244,0.0167412,1070
0.00761667,0.0163382,1070
0.00833538,0.0164201,1070
0.00766479,0.0156263,1070
0.00769095,0.0158497,1070
0.00809384,0.0159325,1080
0.0105091,0.0162855,1080
0.00768363,0.0158747,1080
0.00775438,0.0159929,1080
0.0104906,0.0161675,1080
0.00772143,0.0158145,1080
0.0104976,0.0159762,1080
0.00773033,0.017005,1080
0.00769817,0.0162497,1080
0.00774243,0.0160301,1080
0.00766082,0.0158263,1080
0.0106922,0.0161505,1080
0.00765665,0.0160982,1080
0.00780768,0.0159721,1080
0.00786148,0.0162061,1080
0.00775179,0.0160014,1080
0.00783612,0.0159969,1080
0.00777048,0.0161149,1080
0.00772755,0.0158883,1080
0.0106994,0.016143,1080
0.00793697,0.0163056,1080
0.00892234,0.0158711,1080
0.00776703,0.0157489,1080
0.00781282,0.0158431,1080
0.00767807,0.0160887,1080
0.0125212,0.0160906,1080
0.00774615,0.0161913,1080
0.00764767,0.0160345,1080
0.00774117,0.0160288,1080
0.00771289,0.0158655,1080
0.0077449,0.0157689,1080
0.0103439,0.0153251,1080
0.00795511,0.0165032,1090
0.0115198,0.0156951,1090
0.00787244,0.0159267,1090
0.00784882,0.0162479,1090
0.00972682,0.0164473,1090
0.00786307,0.016108,1090
0.00803281,0.0165667,1090
0.00915119,0.0163298,1090
0.00916894,0.0161832,1090
0.00788138,0.0168488,1090
0.00790407,0.0163784,1090
0.00787725,0.0162066,1090
0.00810455,0.0163886,1090
0.00801994,0.0161301,1090
0.00786718,0.0162753,1090
0.00857519,0.0160183,1090
0.00799465,0.0161615,1090
0.00799491,0.0162394,1090
0.00787895,0.016446,1090
0.00782295,0.0160906,1090
0.00793338,0.0162573,1090
0.0105421,0.0160875,1090
0.00774742,0.0162586,1090
0.0078641,0.0165662,1090
0.00935307,0.0220223,1090
0.00919351,0.016368,1090
0.00819529,0.0168703,1090
0.00991223,0.0167311,1090
0.00825864,0.016812,1090
0.00818275,0.0165282,1090
0.00808467,0.0170784,1090
0.00821209,0.0167977,1090
0.00841509,0.0171731,1100
0.00822989,0.0172882,1100
0.00835502,0.0170373,1100
0.00838223,0.0169418,1100
0.0104907,0.0166874,1100
0.00798938,0.0165244,1100
0.00809007,0.0170958,1100
0.00792019,0.0174827,1100
0.0108179,0.0163625,1100
0.00799472,0.0167406,1100
0.00808634,0.016748,1100
0.0081313,0.0170824,1100
0.00825998,0.016994,1100
0.00833486,0.0168307,1100
0.00943908,0.0163434,1100
0.00799373,0.0164777,1100
0.00807333,0.016606,1100
0.00970698,0.0163946,1100
0.0080866,0.0163226,1100
0.0094969,0.0165344,1100
0.00811781,0.0166168,1100
0.0080328,0.0166965,1100
0.0129568,0.0165741,1100
0.00803032,0.0165628,1100
0.0108102,0.0164772,1100
0.00816553,0.0169588,1100
0.0079391,0.0163668,1100
0.0110731,0.0164174,1100
0.0112102,0.016747,1100
0.0080935,0.0177761,1100
0.0103582,0.0167653,1100
0.00798318,0.0164563,1100
0.00832519,0.0169398,1110
0.0108562,0.0167492,1110
0.00812145,0.016837,1110
0.00830623,0.0168898,1110
0.00817632,0.0168248,1110
0.00829681,0.0168872,1110
0.00812684,0.0166198,1110
0.00821315,0.0166568,1110
0.00827999,0.0202068,1110
0.00815991,0.0167837,1110
0.0131742,0.0167841,1110
0.00796105,0.0161575,1110
0.00798112,0.0166879,1110
0.0106805,0.0165388,1110
0.00820245,0.0168145,1110
0.00838668,0.0169217,1110
0.0103814,0.0172803,1110
0.00822361,0.0168992,1110
0.00957056,0.0167996,1110
0.00947836,0.0173179,1110
0.00821768,0.0168299,1110
0.00825449,0.0167493,1110
0.00826243,0.0166619,1110
0.00843032,0.0166483,1110
0.00833233,0.0167789,1110
0.00809042,0.0167339,1110
0.00816765,0.0169415,1110
0.00809932,0.0167831,1110
0.008142,0.0166255,1110
0.00856973,0.0166998,1110
0.0110373,0.0168529,1110
0.00817269,0.0170394,1110
0.00917945,0.0172638,1120
0.0088928,0.0179693,1120
0.00861336,0.0175909,1120
0.00851169,0.0175925,1120
0.0108316,0.0177956,1120
0.00855828,0.0177474,1120
0.0113849,0.0181832,1120
0.00861049,0.0178544,1120
0.00956861,0.0177544,1120
0.00877981,0.0176251,1120
0.0112027,0.0171109,1120
0.00880833,0.0173372,1120
0.00985059,0.0169832,1120
0.00850114,0.0170631,1120
0.013598,0.0168832,1120
0.0111402,0.0173389,1120
0.00841101,0.0169695,1120
0.00976762,0.0171819,1120
0.0086506,0.0172218,1120
0.00842041,0.0170375,1120
0.00835098,0.0172849,1120
0.0112897,0.0173732,1120
0.00838944,0.0172195,1120
0.0154118,0.0175438,1120
0.00885672,0.0168622,1120
0.00827983,0.0175315,1120
0.00835148,0.019088,1120
0.00848425,0.0170898,1120
0.00838116,0.0171664,1120
0.00833826,0.0171886,1120
0.00833078,0.0171104,1120
0.00830724,0.0171278,1120
0.00930414,0.0177077,1130
0.0084784,0.0173066,1130
0.00857346,0.0173207,1130
0.00848447,0.0175771,1130
0.0111346,0.0172327,1130
0.00854702,0.0176007,1130
0.00843687,0.0172278,1130
0.00863838,0.0172544,1130
0.00857228,0.017619,1130
0.00857118,0.0171858,1130
0.00848545,0.0174441,1130
0.00850415,0.0183129,1130
0.00843291,0.0171978,1130
0.0084769,0.017392,1130
0.00974094,0.0173648,1130
0.0112438,0.0175309,1130
0.0115519,0.0174958,1130
0.0110944,0.0167998,1130
0.00826671,0.0169734,1130
0.00849674,0.018695,1130
0.0109739,0.0171004,1130
0.00865332,0.0174298,1130
0.00981735,0.0176208,1130
0.010923,0.017007,1130
0.00822269,0.0170524,1130
0.0110876,0.0168971,1130
0.00823388,0.0171688,1130
0.00961272,0.0193168,1130
0.00814207,0.017035,1130
0.00826479,0.0170054,1130
0.00828034,0.0173358,1130
0.0135668,0.0172207,1130
0.00879599,0.0182136,1140
0.00872245,0.0177018,1140
0.00850436,0.0178159,1140
0.00867587,0.0175461,1140
0.0102494,0.0172511,1140
0.0113165,0.0175877,1140
0.00845238,0.0185607,1140
0.00903298,0.018077,1140
0.0099788,0.0184064,1140
0.0116288,0.0183279,1140
0.00864673,0.0178418,1140
0.0106933,0.0178348,1140
0.00870316,0.0175658,1140
0.0108931,0.0194753,1140
0.0086839,0.0176096,1140
0.00877244,0.0176874,1140
0.00968434,0.0181788,1140
0.00863537,0.0176321,1140
0.00864673,0.0177713,1140
0.0159945,0.0179624,1140
0.00872564,0.0181789,1140
0.00868466,0.0176969,1140
0.00868537,0.0189386,1140
0.00983033,0.0178511,1140
0.00873697,0.0177208,1140
0.00999256,0.0176216,1140
0.00871653,0.0226006,1140
0.0087742,0.0183428,1140
0.0101351,0.0218464,1140
0.012926,0.0187067,1140
0.0113382,0.0190149,1140
0.0108108,0.0194866,1140
0.00970655,0.0197083,1150
0.0109053,0.020473,1150
0.0100613,0.0203841,1150
0.0104064,0.0216381,1150
0.0117271,0.0205829,1150
0.0114373,0.0207794,1150
0.0100443,0.0206662,1150
0.0100095,0.0205855,1150
0.00987634,0.0211041,1150
0.00943488,0.0202567,1150
0.00974979,0.022201,1150
0.0096537,0.0195529,1150
0.00964567,0.0197254,1150
0.0117795,0.0197621,1150
0.00943101,0.0191994,1150
0.00938019,0.0192904,1150
0.00938423,0.0192095,1150
0.00944625,0.0193904,1150
0.00932396,0.0194616,1150
0.00939151,0.0191493,1150
0.00913299,0.0183412,1150
0.0100245,0.0191183,1150
0.0116503,0.01847,1150
0.00895961,0.0185989,1150
0.00906102,0.0187235,1150
0.00909983,0.0185487,1150
0.00906941,0.0189988,1150
0.00902741,0.0186566,1150
0.00917961,0.0185353,1150
0.00900509,0.0187269,1150
0.00904106,0.0187147,1150
0.00904821,0.0191794,1150
0.00982362,0.0198086,1160
0.0102866,0.019272,1160
0.00945399,0.0197609,1160
0.0104369,0.0194143,1160
0.00928661,0.0189704,1160
0.012018,0.019234,1160
0.00912068,0.0190444,1160
0.0130397,0.0209153,1160
0.010149,0.0197345,1160
0.00962832,0.0198047,1160
0.0110072,0.0196705,1160
0.00954664,0.0203655,1160
0.0117275,0.0193609,1160
0.00923753,0.0190576,1160
0.00931774,0.01906,1160
0.00916405,0.0192085,1160
0.0121242,0.0191959,1160
0.0120721,0.0193621,1160
0.00931489,0.0188302,1160
0.00928963,0.0194818,1160
0.00923186,0.019162,1160
0.00934097,0.0193976,1160
0.00934408,0.0191368,1160
0.00932369,0.0187678,1160
0.00928054,0.0197254,1160
0.00918023,0.0189488,1160
0.00922278,0.0187942,1160
0.00915432,0.0199692,1160
0.00918669,0.0185228,1160
0.00896944,0.0182281,1160
0.00897424,0.0182783,1160
0.00887869,0.0187495,1160
0.00950303,0.0193193,1170
0.011843,0.018829,1170
0.00916691,0.0188797,1170
0.00913386,0.0189841,1170
0.0119243,0.0188567,1170
0.00905971,0.0195004,1170
0.00927057,0.0191699,1170
0.00907254,0.0187495,1170
0.00907627,0.0187943,1170
0.00926611,0.0192053,1170
0.0172391,0.0201026,1170
0.0113222,0.0187035,1170
0.00901615,0.0187925,1170
0.00906727,0.0187274,1170
0.0090489,0.0186062,1170
0.0106171,0.0187398,1170
0.0113913,0.0189492,1170
0.0113773,0.0189393,1170
0.013936,0.0185482,1170
0.00966973,0.0189121,1170
0.00924341,0.0187041,1170
0.00949812,0.0187753,1170
0.0101081,0.0186911,1170
0.00918668,0.0190489,1170
0.0102234,0.0188026,1170
0.00917769,0.0187272,1170
0.00910679,0.0189323,1170
0.00913597,0.0186919,1170
0.00895482,0.0193917,1170
0.0108052,0.019087,1170
0.00892176,0.0188615,1170
0.00898914,0.0188632,1170
0.0093191,0.0194623,1180
0.00924839,0.0189606,1180
0.00918633,0.0192267,1180
0.00925592,0.0190798,1180
0.00915046,0.0189423,1180
0.00985614,0.0201248,1180
0.0102633,0.0190203,1180
0.0124653,0.0258591,1180
0.0092345,0.0194655,1180
0.00952497,0.0200214,1180
0.0119159,0.0208146,1180
0.00914878,0.0195169,1180
0.00932222,0.0190982,1180
0.009283,0.0189373,1180
0.0119151,0.0190541,1180
0.00929047,0.0193895,1180
0.00924253,0.0189001,1180
0.00936966,0.0195572,1180
0.00930194,0.0190321,1180
0.0111388,0.0189035,1180
0.0121057,0.0191811,1180
0.0119575,0.0189619,1180
0.00919762,0.0189255,1180
0.0105574,0.0191394,1180
0.00937653,0.0198658,1180
0.00936188,0.0189191,1180
0.0106331,0.0191171,1180
0.00929386,0.0190178,1180
0.00918213,0.0189743,1180
0.0119751,0.0189375,1180
0.00936055,0.0188954,1180
0.0118327,0.0189729,1180
0.00942974,0.0230746,1190
0.00936447,0.0194727,1190
0.0118343,0.0191939,1190
0.0093898,0.0195266,1190
0.00982032,0.0193434,1190
0.00947446,0.0191728,1190
0.00929628,0.0194601,1190
0.00930892,0.0194589,1190
0.00945049,0.019255,1190
0.0160555,0.0186418,1190
0.00936089,0.0191673,1190
0.00914302,0.0189688,1190
0.0092432,0.0192193,1190
0.0106005,0.0185549,1190
0.00905289,0.0193842,1190
0.0094037,0.0194228,1190
0.0092995,0.0195951,1190
0.009336,0.0194171,1190
0.00996006,0.0193853,1190
0.00940692,0.0192711,1190
0.0106565,0.0193669,1190
0.0093661,0.019308,1190
0.0106784,0.0196085,1190
0.00937194,0.0193394,1190
0.00942204,0.0199166,1190
0.00946863,0.019464,1190
0.00943896,0.0194533,1190
0.00940329,0.019408,1190
0.00962568,0.0193417,1190
0.00932913,0.019359,1190
0.00946529,0.0197518,1190
0.00947909,0.0195509,1190
0.0100216,0.0196027,1200
0.00959446,0.0199953,1200
0.00955123,0.0199801,1200
0.0096547,0.019608,1200
0.00963131,0.0196371,1200
0.00956271,0.0195865,1200
0.00982869,0.0204627,1200
0.0126583,0.0203316,1200
0.0103695,0.0218744,1200
0.0101138,0.0204196,1200
0.0127349,0.0207755,1200
0.0108861,0.0201677,1200
0.0123058,0.0198848,1200
0.00953262,0.0195461,1200
0.0109334,0.0196765,1200
0.00961237,0.0197234,1200
0.00958861,0.020139,1200
0.0095526,0.0196717,1200
0.00951637,0.0199611,1200
0.0103042,0.0202747,1200
0.00952777,0.0198103,1200
0.0109667,0.0199212,1200
0.00954728,0.0196257,1200
0.011328,0.0198867,1200
0.00954583,0.0201824,1200
0.00964502,0.0198109,1200
0.00958704,0.0198669,1200
0.0108712,0.0195677,1200
0.00959342,0.0194209,1200
0.00946452,0.0203708,1200
0.0095316,0.0197875,1200
0.0163707,0.0200219,1200
0.0166815,0.0202966,1210
0.00999964,0.0199728,1210
0.00988329,0.0234832,1210
0.00963956,0.0206053,1210
0.0093984,0.020153,1210
0.00939177,0.0198436,1210
0.00954482,0.0202992,1210
0.00970973,0.0198523,1210
0.011654,0.019479,1210
0.0120814,0.0203708,1210
0.00935967,0.0194664,1210
0.00957353,0.0192415,1210
0.00969821,0.0201648,1210
0.00992614,0.0197896,1210
0.00952751,0.0199222,1210
0.0121156,0.0197218,1210
0.00970897,0.0197485,1210
0.00983646,0.0205072,1210
0.0123999,0.0200287,1210
0.00967634,0.0198001,1210
0.00976899,0.0213782,1210
0.00966755,0.0203726,1210
0.00980831,0.02032,1210
0.00972514,0.019951,1210
0.00961947,0.0200874,1210
0.0122441,0.0196189,1210
0.0095296,0.0192983,1210
0.0094738,0.0197383,1210
0.00989157,0.0201615,1210
0.00955327,0.0199547,1210
0.00939016,0.020089,1210
0.0123088,0.0196682,1210
0.0101718,0.0204287,1220
0.00999752,0.0207278,1220
0.00993126,0.0206724,1220
0.0100551,0.0203066,1220
0.00985093,0.0210024,1220
0.0104898,0.0214014,1220
0.0102317,0.0208367,1220
0.0158001,0.0211776,1220
0.0129647,0.0207584,1220
0.00992018,0.0202153,1220
0.00984032,0.0207395,1220
0.00986135,0.0204836,1220
0.00983508,0.020742,1220
0.00983085,0.0210574,1220
0.0099373,0.0209276,1220
0.00987597,0.0208932,1220
0.0101533,0.020953,1220
0.0128276,0.020724,1220
0.00989972,0.0206724,1220
0.00983185,0.0205408,1220
0.00980222,0.0207717,1220
0.0100109,0.0201726,1220
0.0100169,0.0203758,1220
0.0156049,0.0203651,1220
0.00986056,0.0209437,1220
0.00994094,0.0206461,1220
0.0100742,0.0212955,1220
0.0100125,0.0205293,1220
0.0125686,0.0203909,1220
0.00993871,0.0201802,1220
0.0125282,0.0206253,1220
0.010713,0.0203934,1220
0.012901,0.0219033,1230
0.0101003,0.0205336,1230
0.010127,0.0207357,1230
0.0101073,0.0203943,1230
0.0101199,0.02063,1230
0.0101772,0.0206029,1230
0.010065,0.020907,1230
0.0100592,0.0207029,1230
0.0101389,0.0205258,1230
0.0119047,0.0204976,1230
0.00981862,0.0200338,1230
0.00986788,0.0203066,1230
0.00990677,0.0203339,1230
0.0116213,0.0206952,1230
0.0102596,0.0207284,1230
0.00996023,0.0204889,1230
0.0100817,0.0207667,1230
0.0101366,0.0204774,1230
0.0100135,0.0204796,1230
0.0110891,0.0202829,1230
0.0112504,0.0211144,1230
0.0111596,0.0200101,1230
0.00978615,0.0206073,1230
0.012518,0.0200146,1230
0.0112823,0.0198782,1230
0.0097546,0.0198983,1230
0.00981632,0.0201796,1230
0.00969394,0.0199311,1230
0.0101755,0.0202763,1230
0.0124388,0.0201797,1230
0.00977065,0.0205198,1230
0.0125544,0.0205735,1230
0.0106996,0.0211481,1240
0.0144938,0.022402,1240
0.0106328,0.021514,1240
0.0106981,0.0214089,1240
0.0105826,0.021547,1240
0.0104586,0.0219096,1240
0.0131583,0.0217638,1240
0.0104778,0.0219152,1240
0.0101947,0.0210992,1240
0.0101903,0.0208942,1240
0.012948,0.0214077,1240
0.0104789,0.0209692,1240
0.0102593,0.0213301,1240
0.0102773,0.0212705,1240
0.0129385,0.0213804,1240
0.0131009,0.0211209,1240
0.0128909,0.0212149,1240
0.0102897,0.0208082,1240
0.0129181,0.0207558,1240
0.0102696,0.0235746,1240
0.0100793,0.0207473,1240
0.0101351,0.0209289,1240
0.0103324,0.0208595,1240
0.0103782,0.020934,1240
0.0126166,0.0206753,1240
0.0102783,0.0213374,1240
0.0101907,0.0208744,1240
0.0104079,0.0207894,1240
0.010362,0.0209194,1240
0.0121915,0.0213624,1240
0.0102678,0.0215965,1240
0.0102943,0.0208805,1240
0.0113572,0.0216422,1250
0.0117782,0.0213782,1250
0.0114717,0.0212457,1250
0.0104746,0.021347,1250
0.0103432,0.0212503,1250
0.0104808,0.0212919,1250
0.0117724,0.0211719,1250
0.0102927,0.0214149,1250
0.0104264,0.0219939,1250
0.0103981,0.0211549,1250
0.0105447,0.0210941,1250
0.0105338,0.0214222,1250
0.0112842,0.0219788,1250
0.0116895,0.0214191,1250
0.0126556,0.0207072,1250
0.0100151,0.0209326,1250
0.0103462,0.0210035,1250
0.0103703,0.0212542,1250
0.010314,0.021293,1250
0.0167964,0.020571,1250
0.0111982,0.0205587,1250
0.0100722,0.0209391,1250
0.0102272,0.0213288,1250
0.0105051,0.0216357,1250
0.0105739,0.0212719,1250
0.0130978,0.0215852,1250
0.0105687,0.0214734,1250
0.0131661,0.0243323,1250
0.0109031,0.0223226,1250
0.0106939,0.0223715,1250
0.0108424,0.0233369,1250
0.010769,0.0220677,1250
0.0111438,0.0222295,1260
0.0123078,0.0220979,1260
0.0108389,0.0220623,1260
0.0105816,0.021535,1260
0.0110553,0.0224255,1260
0.0115709,0.0227057,1260
0.0107876,0.0223675,1260
0.0109152,0.0222167,1260
0.0132956,0.0215021,1260
0.0106252,0.0217269,1260
0.0107929,0.0219607,1260
0.0106497,0.0220451,1260
0.0105687,0.0220772,1260
0.010614,0.0227505,1260
0.0131834,0.021648,1260
0.0106158,0.0227683,1260
0.0107346,0.0220321,1260
0.0105253,0.0216613,1260
0.0107892,0.0231447,1260
0.0109055,0.0225284,1260
0.0125987,0.0216504,1260
0.0131748,0.02181,1260
0.0108204,0.0224332,1260
0.0119013,0.0220164,1260
0.0106329,0.0221376,1260
0.0104519,0.0214534,1260
0.0104783,0.022024,1260
0.0106368,0.0217967,1260
0.0109462,0.0218568,1260
0.0105923,0.0215214,1260
0.0134093,0.0214781,1260
0.0106137,0.0220748,1260
0.0108659,0.0222157,1270
0.0107661,0.02259,1270
0.0108884,0.0221089,1270
0.0109684,0.0218525,1270
0.0108459,0.0222789,1270
0.0133831,0.0220177,1270
0.0107116,0.0220008,1270
0.0107628,0.0217612,1270
0.0134298,0.0219455,1270
0.010732,0.0218762,1270
0.0140312,0.0218366,1270
0.0108729,0.0220715,1270
0.0107762,0.0219168,1270
0.0108057,0.022028,1270
0.0107536,0.0219647,1270
0.0107314,0.0225247,1270
0.0132713,0.0219696,1270
0.0106373,0.0218804,1270
0.0106778,0.0225899,1270
0.010821,0.0218988,1270
0.0142689,0.026783,1270
0.0110865,0.0226574,1270
0.0110348,0.0225451,1270
0.011148,0.0232154,1270
0.0128367,0.0228912,1270
0.0107328,0.0224128,1270
0.0132831,0.0219652,1270
0.010755,0.0222334,1270
0.0119639,0.0219803,1270
0.0106892,0.0220018,1270
0.010723,0.0219127,1270
0.010857,0.0221972,1270
0.0112243,0.0224143,1280
0.0109503,0.022375,1280
0.013677,0.0223371,1280
0.0110223,0.022244,1280
0.0109936,0.0226359,1280
0.0107838,0.0221679,1280
0.0108133,0.0223093,1280
0.0110261,0.0225736,1280
0.0109952,0.0225265,1280
0.0122014,0.0222907,1280
0.0109992,0.022763,1280
0.0109873,0.0222592,1280
0.0135694,0.0223836,1280
