dijkstra_time_ms,bellman_ford_time_ms,size_n
0.0511116,0.0974713,2590
0.0485818,0.0936677,2590
0.0466718,0.0923646,2590
0.0477645,0.0925014,2590
0.0475562,0.0940854,2590
0.04729,0.0919384,2590
0.0479124,0.0923454,2590
0.0477008,0.0919736,2590
0.0478264,0.0919291,2590
0.0475839,0.091361,2590
0.0477652,0.098387,2590
0.0468296,0.0916322,2590
0.0476412,0.10222,2590
0.0940513,0.117056,2590
0.0619317,0.118242,2590
0.0621398,0.117731,2590
0.0592383,0.11734,2590
0.0602637,0.112003,2590
0.0585282,0.107901,2590
0.0573029,0.111345,2590
0.0517822,0.0998323,2590
0.0520977,0.0978421,2590
0.049186,0.0958825,2590
0.0483435,0.0957776,2590
0.0490707,0.0946382,2590
0.0555335,0.0969486,2590
0.049788,0.0977125,2590
0.0509268,0.0959655,2600
0.0500913,0.0975886,2600
0.0486592,0.0934492,2600
0.0473697,0.0935816,2600
0.0490696,0.0958066,2600
0.0538788,0.0956665,2600
0.0487491,0.0952012,2600
0.0485336,0.0935032,2600
0.0470523,0.0932253,2600
0.0488419,0.0937268,2600
0.0512209,0.093574,2600
0.0473574,0.0970915,2600
0.050026,0.0953588,2600
0.0485174,0.0958791,2600
0.049115,0.0964966,2600
0.0502612,0.0930185,2600
0.0498674,0.0991326,2600
0.047617,0.092978,2600
0.0479964,0.0964752,2600
0.048959,0.0988553,2600
0.0539376,0.09278,2600
0.0476351,0.0929228,2600
0.0480846,0.0940578,2600
0.0484101,0.0931115,2600
0.0496091,0.0969501,2600
0.0497006,0.100659,2600
0.0518149,0.0960198,2600
0.0504042,0.0997505,2600
0.0498866,0.0955808,2600
0.0491638,0.0994026,2600
0.0498247,0.104224,2600
0.0621969,0.104863,2600
0.0543747,0.107005,2610
0.0577713,0.0992729,2610
0.0510339,0.0963649,2610
0.0498943,0.0961087,2610
0.0496126,0.0974275,2610
0.0491363,0.0983796,2610
0.0529437,0.106043,2610
0.0553241,0.107484,2610
0.0512416,0.0989776,2610
0.0554797,0.0958793,2610
0.0493632,0.0994762,2610
0.0514379,0.0977342,2610
0.0510098,0.0991393,2610
0.0511843,0.0966334,2610
0.0491563,0.0963983,2610
0.0495238,0.0955147,2610
0.0499813,0.0965138,2610
0.0493439,0.0943155,2610
0.0480589,0.0964803,2610
0.0515445,0.0959778,2610
0.0588437,0.0989692,2610
0.0523775,0.0961837,2610
0.0495171,0.0959326,2610
0.0536188,0.0935856,2610
0.0509533,0.092531,2610
0.0486101,0.0949873,2610
0.0496862,0.0964144,2610
0.0485963,0.0955184,2610
0.0484118,0.0945601,2610
0.0481727,0.0951402,2610
0.0491878,0.0960247,2610
0.048998,0.096602,2610
0.0533958,0.0988286,2620
0.0505209,0.101217,2620
0.0513356,0.0969934,2620
0.0496702,0.0975909,2620
0.0502043,0.0975329,2620
0.0548112,0.094635,2620
0.048749,0.0959529,2620
0.0514517,0.106535,2620
0.0545994,0.10892,2620
0.0592029,0.111692,2620
0.0565266,0.108158,2620
0.0563163,0.103526,2620
0.0535756,0.102167,2620
0.0522962,0.100085,2620
0.0547759,0.103195,2620
0.0513777,0.101271,2620
0.0497677,0.0975898,2620
0.0499236,0.09701,2620
0.0488346,0.0975676,2620
0.0517863,0.100744,2620
0.0496632,0.096423,2620
0.049283,0.0951753,2620
0.0484095,0.0937972,2620
0.0479773,0.0964606,2620
0.0485624,0.0936724,2620
0.0478997,0.0950023,2620
0.0494,0.0984206,2620
0.053339,0.106935,2620
0.0503173,0.10178,2620
0.0507652,0.105286,2620
0.0508101,0.0985884,2620
0.0515934,0.0962199,2620
0.0513469,0.101951,2630
0.0532281,0.100107,2630
0.0509214,0.0973888,2630
0.0505833,0.104351,2630
0.0496476,0.0980756,2630
0.0496785,0.0945123,2630
0.0505269,0.0955477,2630
0.0502894,0.0965891,2630
0.0512914,0.096008,2630
0.0509183,0.0999312,2630
0.0505404,0.0975998,2630
0.0503992,0.10107,2630
0.0494447,0.0954156,2630
0.048886,0.0975614,2630
0.052281,0.0990313,2630
0.0503099,0.0970789,2630
0.0485636,0.0966345,2630
0.0533361,0.0963013,2630
0.0483838,0.0956642,2630
0.0488995,0.0958972,2630
0.0487965,0.0950154,2630
0.0542333,0.0974432,2630
0.051895,0.100357,2630
0.0555551,0.109072,2630
0.0555314,0.105617,2630
0.0574891,0.104529,2630
0.0533465,0.101769,2630
0.0538245,0.102645,2630
0.0523002,0.101112,2630
0.0516272,0.0984907,2630
0.0520106,0.100139,2630
0.0496065,0.0972959,2630
0.0509614,0.0996195,2640
0.0516089,0.103009,2640
0.0506892,0.0980278,2640
0.0603588,0.101386,2640
0.0553872,0.107022,2640
0.0519349,0.101927,2640
0.0514183,0.0994746,2640
0.0521446,0.10183,2640
0.0541135,0.0986207,2640
0.0514523,0.0979564,2640
0.0506009,0.100638,2640
0.0511722,0.0996373,2640
0.0559948,0.0970516,2640
0.0506253,0.100758,2640
0.0549299,0.0996463,2640
0.0510358,0.0987668,2640
0.0612231,0.0990618,2640
0.0504805,0.0985319,2640
0.0542921,0.0983831,2640
0.0500306,0.0983825,2640
0.0556929,0.0991905,2640
0.0504985,0.101371,2640
0.0502957,0.0975431,2640
0.0502707,0.105822,2640
0.0594306,0.112621,2640
0.0639102,0.110062,2640
0.0566639,0.115643,2640
0.0549655,0.105665,2640
0.0523402,0.1076,2640
0.05454,0.104279,2640
0.0526203,0.101627,2640
0.0528256,0.101352,2640
0.0542065,0.101879,2650
0.0561984,0.101804,2650
0.0512238,0.0991995,2650
0.0511493,0.0999714,2650
0.051199,0.0995392,2650
0.0514893,0.105741,2650
0.0499329,0.0986845,2650
0.0508256,0.106116,2650
0.050366,0.098339,2650
0.0552297,0.106684,2650
0.0513592,0.103382,2650
0.0515877,0.100598,2650
0.0506058,0.098465,2650
0.0507893,0.0991527,2650
0.0515001,0.0994694,2650
0.0537094,0.0991457,2650
0.0508717,0.0997549,2650
0.0497243,0.099774,2650
0.0509536,0.0979727,2650
0.0518962,0.100257,2650
0.051694,0.0987053,2650
0.052204,0.100939,2650
0.0501927,0.106665,2650
0.054206,0.0989359,2650
0.0574352,0.102496,2650
0.05175,0.0996002,2650
0.050931,0.0997024,2650
0.0519467,0.100021,2650
0.0552669,0.10028,2650
0.0501605,0.0980957,2650
0.0506464,0.0984746,2650
0.0502477,0.0984085,2650
0.0513389,0.0988606,2660
0.0535406,0.105201,2660
0.0541921,0.10039,2660
0.0506288,0.102619,2660
0.052479,0.10081,2660
0.0537697,0.0996125,2660
0.0514129,0.101685,2660
0.0514608,0.102011,2660
0.0518971,0.100548,2660
0.0530196,0.100671,2660
0.0514588,0.101024,2660
0.0542779,0.0993204,2660
0.050421,0.0983387,2660
0.0599649,0.102428,2660
0.0520384,0.0976971,2660
0.0494541,0.0978547,2660
0.0500186,0.106145,2660
0.0521608,0.0996831,2660
0.0514169,0.101333,2660
0.0512968,0.101895,2660
0.0516758,0.0994955,2660
0.0540922,0.101378,2660
0.0541762,0.0978413,2660
0.0529051,0.0981041,2660
0.0509998,0.0975628,2660
0.0507235,0.0972053,2660
0.0526048,0.101816,2660
0.0516389,0.101464,2660
0.0510719,0.0982778,2660
0.0630298,0.102838,2660
0.0543124,0.101143,2660
0.0502216,0.0984374,2660
0.0518564,0.102372,2670
0.0542333,0.102599,2670
0.0521766,0.101573,2670
0.0531859,0.102187,2670
0.0522504,0.101261,2670
0.0564583,0.0974835,2670
0.050578,0.0979671,2670
0.0528964,0.101791,2670
0.0572752,0.101949,2670
0.0510445,0.0977897,2670
0.0521742,0.102418,2670
0.0551211,0.0998337,2670
0.0510822,0.101106,2670
0.0521068,0.101403,2670
0.054465,0.101427,2670
0.0524325,0.0997864,2670
0.0511284,0.100451,2670
0.0512634,0.100697,2670
0.0508406,0.099557,2670
0.0506787,0.0994631,2670
0.0523835,0.100232,2670
0.0518592,0.101135,2670
0.0505611,0.0998404,2670
0.0506622,0.108317,2670
0.0519159,0.101044,2670
0.0513681,0.101488,2670
0.0522669,0.1018,2670
0.0520473,0.100418,2670
0.054132,0.0999407,2670
0.0539584,0.098144,2670
0.0516909,0.100747,2670
0.0556467,0.0989716,2670
0.0514404,0.101881,2680
0.0525874,0.102647,2680
0.0517858,0.100613,2680
0.0536526,0.0992186,2680
0.0505656,0.105467,2680
0.0585537,0.102626,2680
0.0517694,0.10249,2680
0.0565297,0.102625,2680
0.0541662,0.101079,2680
0.0509708,0.0973571,2680
0.050815,0.0999496,2680
0.0549437,0.100554,2680
0.0505163,0.0983492,2680
0.0509412,0.101257,2680
0.052834,0.0986773,2680
0.0505946,0.100812,2680
0.0512911,0.100951,2680
0.0508114,0.112693,2680
0.0535432,0.10292,2680
0.0517467,0.101293,2680
0.0545633,0.102399,2680
0.0545674,0.101706,2680
0.0534961,0.0989892,2680
0.0530185,0.101565,2680
0.0540289,0.0982795,2680
0.0501515,0.099716,2680
0.0519695,0.100996,2680
0.052665,0.103401,2680
0.0526459,0.119528,2680
0.0612377,0.114233,2680
0.0593493,0.106343,2680
0.0600701,0.105513,2680
0.0545958,0.105448,2690
0.0536931,0.104615,2690
0.0591228,0.104956,2690
0.0534673,0.101425,2690
0.0515904,0.100746,2690
0.0537795,0.100332,2690
0.0532334,0.102506,2690
0.0523225,0.102891,2690
0.0517701,0.101559,2690
0.0510478,0.0999972,2690
0.0518394,0.109694,2690
0.0550283,0.104046,2690
0.0530866,0.103674,2690
0.0527097,0.102856,2690
0.0533601,0.104742,2690
0.0528391,0.102561,2690
0.0527891,0.10175,2690
0.0522896,0.0994756,2690
0.0504613,0.102956,2690
0.0525037,0.102493,2690
0.0528577,0.103283,2690
0.0509008,0.0991162,2690
0.0540074,0.100848,2690
0.0554841,0.105829,2690
0.0537448,0.103593,2690
0.053039,0.103181,2690
0.0587953,0.102221,2690
0.0528674,0.100643,2690
0.0538058,0.100406,2690
0.0543004,0.0993459,2690
0.0511662,0.0996503,2690
0.0527458,0.101444,2690
0.0544191,0.102097,2700
0.0516684,0.10187,2700
0.0571398,0.10242,2700
0.0515885,0.100562,2700
0.0624903,0.102108,2700
0.0528706,0.104226,2700
0.0541658,0.102859,2700
0.0530431,0.102236,2700
0.0518734,0.0998347,2700
0.0523832,0.101934,2700
0.0519092,0.102692,2700
0.0516622,0.101786,2700
0.0534183,0.102832,2700
0.0535806,0.104566,2700
0.0524233,0.10094,2700
0.0541848,0.100599,2700
0.0518819,0.110795,2700
0.0547824,0.103516,2700
0.0532219,0.103751,2700
0.0529356,0.10325,2700
0.0525323,0.101784,2700
0.0532791,0.102265,2700
0.0528109,0.101944,2700
0.0519278,0.0990445,2700
0.0521773,0.103661,2700
0.053714,0.112535,2700
0.0516951,0.100614,2700
0.05077,0.100699,2700
0.0517393,0.0996737,2700
0.0514415,0.11438,2700
0.0556249,0.103299,2700
0.0528036,0.104039,2700
0.0555661,0.104827,2710
0.0519052,0.103776,2710
0.0517709,0.100007,2710
0.0521827,0.104753,2710
0.0530438,0.103729,2710
0.055269,0.103613,2710
0.0535134,0.102691,2710
0.0517377,0.100381,2710
0.0525926,0.100931,2710
0.0515543,0.101282,2710
0.0572019,0.104022,2710
0.0543453,0.10807,2710
0.0565502,0.104109,2710
0.0534253,0.103929,2710
0.0536621,0.101958,2710
0.0567656,0.102299,2710
0.0511406,0.10098,2710
0.0521228,0.102286,2710
0.0541512,0.101846,2710
0.0523723,0.100994,2710
0.0518258,0.101248,2710
0.0520527,0.101423,2710
0.0591116,0.102268,2710
0.0562946,0.103996,2710
0.0566848,0.105157,2710
0.0532174,0.104725,2710
0.0518769,0.101846,2710
0.0515268,0.101769,2710
0.0531891,0.101215,2710
0.052134,0.100342,2710
0.0550844,0.104604,2710
0.0530416,0.10246,2710
0.0519191,0.102643,2720
0.0545746,0.101044,2720
0.0524195,0.105071,2720
0.0524087,0.106177,2720
0.0535687,0.108195,2720
0.0535512,0.10625,2720
0.0548122,0.104871,2720
0.0554775,0.102597,2720
0.0534198,0.100604,2720
0.0584515,0.101651,2720
0.0528678,0.101917,2720
0.0571096,0.104164,2720
0.0542862,0.104561,2720
0.0528374,0.100204,2720
0.0529813,0.103577,2720
0.0557017,0.101483,2720
0.060947,0.104814,2720
0.0566874,0.104693,2720
0.0562701,0.107673,2720
0.0588015,0.101986,2720
0.0519926,0.101662,2720
0.0530839,0.101471,2720
0.0550239,0.102986,2720
0.0545803,0.104075,2720
0.0539059,0.104986,2720
0.0533661,0.102326,2720
0.0551544,0.100799,2720
0.0520165,0.105237,2720
0.0518506,0.105366,2720
0.0544267,0.10561,2720
0.0540025,0.103942,2720
0.053856,0.112301,2720
0.054674,0.103964,2730
0.0530342,0.103966,2730
0.0533168,0.101883,2730
0.0544349,0.106738,2730
0.0547893,0.104215,2730
0.054269,0.10339,2730
0.0524708,0.101545,2730
0.0528572,0.103436,2730
0.0560999,0.10397,2730
0.063781,0.109564,2730
0.0562604,0.105046,2730
0.0563066,0.104043,2730
0.0547831,0.105938,2730
0.0557166,0.103021,2730
0.0559249,0.102741,2730
0.053195,0.103308,2730
0.0544585,0.100817,2730
0.0529809,0.102718,2730
0.0528568,0.10228,2730
0.0523476,0.101258,2730
0.0551223,0.101389,2730
0.0536405,0.110721,2730
0.0555871,0.105508,2730
0.0550785,0.105957,2730
0.0540441,0.102598,2730
0.0550582,0.103338,2730
0.0532573,0.102097,2730
0.0523189,0.10297,2730
0.0546758,0.104213,2730
0.0544867,0.106616,2730
0.0527918,0.102975,2730
0.0528234,0.105365,2730
0.0535791,0.105193,2740
0.0532924,0.106441,2740
0.0626795,0.109448,2740
0.0553882,0.104985,2740
0.0553648,0.106028,2740
0.0545277,0.107684,2740
0.0544225,0.104445,2740
0.0532907,0.1022,2740
0.0567196,0.106178,2740
0.0542573,0.105677,2740
0.0541059,0.104283,2740
0.0531594,0.102383,2740
0.055046,0.103854,2740
0.0560138,0.103441,2740
0.0567131,0.105719,2740
0.0587487,0.105931,2740
0.0596299,0.103917,2740
0.0538905,0.103535,2740
0.053266,0.103228,2740
0.055427,0.102854,2740
0.0532191,0.104529,2740
0.0580941,0.102848,2740
0.0555126,0.104427,2740
0.0540648,0.102406,2740
0.0559114,0.105937,2740
0.0577145,0.104477,2740
0.0530788,0.104051,2740
0.0623391,0.108615,2740
0.0548288,0.105224,2740
0.0554507,0.107521,2740
0.0538203,0.104012,2740
0.0551416,0.105063,2740
0.0545764,0.106234,2750
0.0556429,0.106999,2750
0.0554285,0.104299,2750
0.0537511,0.102948,2750
0.0540142,0.107329,2750
0.0542555,0.105109,2750
0.0533876,0.104451,2750
0.0570296,0.113342,2750
0.0549884,0.106652,2750
0.0550414,0.107054,2750
0.0551045,0.107061,2750
0.0536257,0.103068,2750
0.0562553,0.104781,2750
0.055018,0.108688,2750
0.0560061,0.104898,2750
0.0531962,0.106345,2750
0.0535392,0.103332,2750
0.0529797,0.103283,2750
0.0541585,0.104015,2750
0.0542526,0.113458,2750
0.0547212,0.10726,2750
0.0547251,0.106728,2750
0.0552158,0.10671,2750
0.0550024,0.107003,2750
0.0533245,0.104669,2750
0.056738,0.106558,2750
0.055115,0.105385,2750
0.0564122,0.103875,2750
0.052676,0.103737,2750
0.0534793,0.103604,2750
0.0531097,0.105072,2750
0.0557072,0.106335,2750
0.0566066,0.111175,2760
0.0578339,0.109543,2760
0.056153,0.107746,2760
0.0550801,0.109818,2760
0.0554422,0.108279,2760
0.0556466,0.107386,2760
0.0551364,0.106693,2760
0.0596642,0.105012,2760
0.0542293,0.106596,2760
0.0545435,0.105391,2760
0.053803,0.106067,2760
0.0566841,0.105812,2760
0.0648631,0.107422,2760
0.0612216,0.108033,2760
0.0564646,0.103859,2760
0.0544747,0.10603,2760
0.0633695,0.106495,2760
0.0583108,0.104883,2760
0.0537696,0.104077,2760
0.0566902,0.104377,2760
0.0544871,0.104116,2760
0.0566753,0.103596,2760
0.0541147,0.102893,2760
0.0601348,0.103929,2760
0.0538761,0.110623,2760
0.0556793,0.107389,2760
0.0550387,0.107692,2760
0.0566164,0.105538,2760
0.0542951,0.10605,2760
0.0546872,0.110452,2760
0.0556699,0.10773,2760
0.0600494,0.104853,2760
0.0543204,0.104696,2770
0.05519,0.105469,2770
0.0538413,0.104165,2770
0.0556908,0.108944,2770
0.057787,0.110486,2770
0.0571984,0.108635,2770
0.0563993,0.10866,2770
0.05743,0.10862,2770
0.0552756,0.106073,2770
0.0575426,0.107958,2770
0.0560433,0.108178,2770
0.054494,0.106506,2770
0.0545706,0.10531,2770
0.0542236,0.107783,2770
0.0601803,0.107623,2770
0.0605371,0.105986,2770
0.0598782,0.108451,2770
0.0556011,0.108879,2770
0.055046,0.109941,2770
0.0565693,0.109085,2770
0.0540685,0.105723,2770
0.0556771,0.108118,2770
0.0564603,0.108672,2770
0.0542858,0.105146,2770
0.054345,0.105143,2770
0.0552059,0.105749,2770
0.05372,0.105339,2770
0.0544318,0.107937,2770
0.0556739,0.107752,2770
0.0574742,0.109041,2770
0.0608985,0.109319,2770
0.0612304,0.107703,2770
0.0563729,0.105303,2780
0.0558423,0.111004,2780
0.0603239,0.109199,2780
0.0555387,0.10751,2780
0.0553819,0.105255,2780
0.0605588,0.105854,2780
0.0546184,0.106467,2780
0.0576419,0.106015,2780
0.0543322,0.106447,2780
0.0596094,0.109739,2780
0.0580595,0.109186,2780
0.0616743,0.107206,2780
0.054975,0.10673,2780
0.0558697,0.109712,2780
0.0601254,0.10575,2780
0.054681,0.108119,2780
0.0571047,0.105278,2780
0.0606817,0.106708,2780
0.055047,0.109528,2780
0.0552038,0.107356,2780
0.0612544,0.106478,2780
0.0635555,0.109676,2780
0.0594937,0.109127,2780
0.0575653,0.106483,2780
0.0545275,0.107005,2780
0.0564216,0.11103,2780
0.0607993,0.106039,2780
0.0609446,0.105367,2780
0.0558777,0.105018,2780
0.0553364,0.106967,2780
0.054207,0.105664,2780
0.0546607,0.107215,2780
0.0574473,0.107162,2790
0.064305,0.109835,2790
0.0571424,0.110593,2790
0.0578055,0.108108,2790
0.0579632,0.109123,2790
0.0567538,0.109644,2790
0.0547077,0.106249,2790
0.0548735,0.108983,2790
0.0542722,0.106987,2790
0.0551755,0.106936,2790
0.0557013,0.107875,2790
0.0554374,0.11115,2790
0.0560035,0.108248,2790
0.0568181,0.110926,2790
0.059805,0.11082,2790
0.0599624,0.10868,2790
0.0559196,0.108195,2790
0.056683,0.110893,2790
0.0565204,0.109435,2790
0.0554485,0.106956,2790
0.0548236,0.106169,2790
0.0568509,0.106312,2790
0.06724,0.107248,2790
0.0554946,0.106109,2790
0.0586735,0.106304,2790
0.0647032,0.109979,2790
0.0560908,0.109156,2790
0.0555002,0.107275,2790
0.0574622,0.117504,2790
0.0573134,0.110764,2790
0.0568836,0.109425,2790
0.0552301,0.111149,2790
0.0553531,0.110638,2800
0.0620228,0.106799,2800
0.0589519,0.111886,2800
0.0576871,0.110523,2800
0.0561237,0.1141,2800
0.0578734,0.110966,2800
0.0599541,0.114334,2800
0.0616467,0.107848,2800
0.0575355,0.111994,2800
0.0629763,0.108061,2800
0.0559719,0.10726,2800
0.0558198,0.108354,2800
0.0560528,0.107978,2800
0.0588045,0.10783,2800
0.0556417,0.112391,2800
0.0565339,0.108026,2800
0.0583458,0.112749,2800
0.05688,0.109808,2800
0.0597173,0.111642,2800
0.0550337,0.109486,2800
0.0573163,0.110666,2800
0.0577373,0.109141,2800
0.0552055,0.107878,2800
0.0621195,0.109376,2800
0.0558617,0.107125,2800
0.0557383,0.108094,2800
0.05934,0.107293,2800
0.0584927,0.108431,2800
0.055972,0.116837,2800
0.0605414,0.111557,2800
0.0666783,0.107685,2800
0.0552377,0.108892,2800
0.0579008,0.111508,2810
0.0620735,0.107841,2810
0.0593105,0.109258,2810
0.0562907,0.111667,2810
0.0550265,0.106842,2810
0.0606651,0.107683,2810
0.0559823,0.111164,2810
0.0560228,0.114336,2810
0.0557016,0.117896,2810
0.0625893,0.111433,2810
0.0616203,0.108771,2810
0.0633034,0.108904,2810
0.0557635,0.109283,2810
0.0560022,0.113181,2810
0.0564143,0.111623,2810
0.0570076,0.108633,2810
0.0576046,0.110202,2810
0.0568398,0.108531,2810
0.0556922,0.107538,2810
0.0573962,0.108507,2810
0.063657,0.113867,2810
0.0596083,0.107838,2810
0.0558928,0.110834,2810
0.0602478,0.112385,2810
0.0561957,0.108599,2810
0.0652009,0.109072,2810
0.0610776,0.108529,2810
0.0591197,0.107957,2810
0.05559,0.107553,2810
0.0567918,0.110111,2810
0.0566983,0.108355,2810
0.0568876,0.108843,2810
0.0686661,0.112474,2820
0.0623614,0.112435,2820
0.0575276,0.112146,2820
0.0584399,0.112526,2820
0.0567696,0.108531,2820
0.0565918,0.109899,2820
0.0584669,0.110032,2820
0.0561484,0.10972,2820
0.0561872,0.112485,2820
0.0608429,0.112281,2820
0.0580896,0.110482,2820
0.0558523,0.115176,2820
0.0583109,0.114236,2820
0.0600927,0.113793,2820
0.0584217,0.111614,2820
0.0577405,0.111817,2820
0.0590687,0.108605,2820
0.0558321,0.108886,2820
0.0629624,0.110535,2820
0.0564878,0.109853,2820
0.05755,0.112408,2820
0.0582565,0.111379,2820
0.0590369,0.110585,2820
0.0566026,0.118947,2820
0.0639513,0.113161,2820
0.0571209,0.112403,2820
0.0612719,0.113414,2820
0.0563996,0.110946,2820
0.0585281,0.132273,2820
0.0645387,0.117139,2820
0.0620048,0.112065,2820
0.0599076,0.115116,2820
0.0593831,0.112459,2830
0.0579154,0.113692,2830
0.0585085,0.122435,2830
0.0585902,0.113115,2830
0.0590093,0.112471,2830
0.0583603,0.112929,2830
0.0611504,0.112116,2830
0.062301,0.110594,2830
0.0566637,0.10984,2830
0.0600285,0.111183,2830
0.0607323,0.109539,2830
0.0592974,0.113314,2830
0.0569483,0.108857,2830
0.0604838,0.109698,2830
0.0597199,0.113671,2830
0.0596042,0.113301,2830
0.0629141,0.115167,2830
0.0577774,0.110218,2830
0.056534,0.110067,2830
0.0621446,0.109135,2830
0.0566032,0.10891,2830
0.0626245,0.109581,2830
0.0572387,0.114867,2830
0.0574214,0.110262,2830
0.0661409,0.109214,2830
0.0567874,0.110188,2830
0.0583651,0.113472,2830
0.0595757,0.113565,2830
0.058807,0.113074,2830
0.0604375,0.112175,2830
0.0596537,0.11101,2830
0.0571284,0.110597,2830
0.0574055,0.121042,2840
0.0630615,0.118353,2840
0.0614001,0.11424,2840
0.0682232,0.11498,2840
0.0592619,0.113192,2840
0.0606288,0.121993,2840
0.0590108,0.114276,2840
0.0588589,0.114311,2840
0.0595809,0.116773,2840
0.0599509,0.110677,2840
0.0570389,0.112235,2840
0.0584821,0.110698,2840
0.0608724,0.110761,2840
0.0571108,0.111045,2840
0.0568282,0.117194,2840
0.0569839,0.111387,2840
0.0574836,0.111399,2840
0.0671828,0.11439,2840
0.0583179,0.113687,2840
0.0591967,0.116995,2840
0.0585996,0.11104,2840
0.0569774,0.110824,2840
0.0585833,0.110704,2840
0.0567383,0.113793,2840
0.057995,0.114977,2840
0.0590534,0.115078,2840
0.056934,0.110393,2840
0.0571048,0.112408,2840
0.0595995,0.12143,2840
0.0587034,0.114806,2840
0.0583522,0.11435,2840
0.0594387,0.11386,2840
0.0600018,0.113603,2850
0.0578288,0.111339,2850
0.057872,0.112233,2850
0.0577597,0.114431,2850
0.0602715,0.114912,2850
0.059051,0.112799,2850
0.0621075,0.110767,2850
0.0574385,0.113167,2850
0.070892,0.116111,2850
0.061532,0.113611,2850
0.059347,0.11588,2850
0.0606101,0.111333,2850
0.0571631,0.11073,2850
0.059652,0.111251,2850
0.0597407,0.111885,2850
0.0573172,0.114441,2850
0.0637933,0.115454,2850
0.0642556,0.117222,2850
0.0589772,0.113235,2850
0.0610605,0.115477,2850
0.0648626,0.116337,2850
0.0593682,0.116656,2850
0.0601856,0.112988,2850
0.0583737,0.113095,2850
0.0573226,0.111794,2850
0.0580077,0.113397,2850
0.0595304,0.11738,2850
0.0625817,0.112263,2850
0.0575186,0.112924,2850
0.060404,0.110937,2850
0.0581058,0.117339,2850
0.0596469,0.116571,2850
0.0624109,0.115208,2860
0.0593861,0.116179,2860
0.0617527,0.112054,2860
0.0598999,0.111864,2860
0.0585088,0.11339,2860
0.0648297,0.114196,2860
0.0602024,0.115304,2860
0.0590935,0.112168,2860
0.0590757,0.111998,2860
0.0674272,0.112325,2860
0.0591695,0.115064,2860
0.0605127,0.117382,2860
0.0595993,0.114881,2860
0.0600618,0.112392,2860
0.0586183,0.114591,2860
0.0608086,0.112485,2860
0.0608491,0.114593,2860
0.0595793,0.116003,2860
0.0600209,0.115669,2860
0.0594685,0.113795,2860
0.0617147,0.113532,2860
0.0580476,0.113903,2860
0.0622268,0.116855,2860
0.0587837,0.115424,2860
0.0602486,0.112875,2860
0.0579339,0.115873,2860
0.0646672,0.11249,2860
0.0615451,0.111751,2860
0.0662537,0.114706,2860
0.0571372,0.111791,2860
0.058024,0.11188,2860
0.0676544,0.11059,2860
0.0626282,0.113194,2870
0.0651927,0.116454,2870
0.0625507,0.113819,2870
0.0578574,0.112364,2870
0.0583664,0.11349,2870
0.0611396,0.113446,2870
0.0581593,0.114178,2870
0.0628532,0.118529,2870
0.0644791,0.112851,2870
0.0579307,0.115418,2870
0.0586999,0.113028,2870
0.0612463,0.115305,2870
0.0577676,0.122151,2870
0.0622814,0.115858,2870
0.06007,0.117336,2870
0.0581579,0.114239,2870
0.0584763,0.11851,2870
0.0584486,0.112861,2870
0.0618637,0.117379,2870
0.0647388,0.112553,2870
0.0580631,0.114988,2870
0.0587629,0.113165,2870
0.058382,0.113284,2870
0.0610457,0.120582,2870
0.0603175,0.115941,2870
0.0597498,0.116987,2870
0.0633728,0.112508,2870
0.0588084,0.112543,2870
0.0580844,0.11467,2870
0.0580782,0.119255,2870
0.0599856,0.11768,2870
0.061117,0.113088,2870
0.0622726,0.114648,2880
0.0614892,0.116268,2880
0.0606843,0.113931,2880
0.0693073,0.116994,2880
0.0613453,0.118487,2880
0.059299,0.114764,2880
0.0651506,0.11697,2880
0.0652961,0.113892,2880
0.0625219,0.1213,2880
0.0594606,0.113125,2880
0.0648549,0.114682,2880
0.0594606,0.114576,2880
0.0590286,0.115257,2880
0.0594485,0.114944,2880
0.0629815,0.117314,2880
0.0657774,0.117469,2880
0.0650253,0.113795,2880
0.0588206,0.114519,2880
0.0621731,0.113091,2880
0.0608308,0.196706,2880
0.0820871,0.157812,2880
0.085107,0.175894,2880
0.0771799,0.141328,2880
0.0683144,0.13479,2880
0.0703473,0.128737,2880
0.0641757,0.130366,2880
0.062543,0.117695,2880
0.0624862,0.119972,2880
0.0607054,0.118579,2880
0.0616156,0.118094,2880
0.0630692,0.115328,2880
0.0589208,0.115154,2880
0.0617301,0.116646,2890
0.0608435,0.116439,2890
0.0607158,0.119288,2890
0.0634298,0.118612,2890
0.0613295,0.117795,2890
0.061388,0.116741,2890
0.0598044,0.115032,2890
0.0596035,0.11659,2890
0.0606886,0.117366,2890
0.0609906,0.115881,2890
0.0594048,0.115928,2890
0.0598472,0.115582,2890
0.065238,0.114494,2890
0.0598122,0.118934,2890
0.0600633,0.11738,2890
0.0616803,0.117679,2890
0.0611417,0.117037,2890
0.0612453,0.118369,2890
0.0618082,0.116941,2890
0.0616173,0.120299,2890
0.0616914,0.114589,2890
0.0600563,0.114468,2890
0.0600989,0.11564,2890
0.0592335,0.114099,2890
0.0611848,0.118514,2890
0.0747026,0.11922,2890
0.0639958,0.116666,2890
0.0592957,0.113727,2890
0.0588239,0.114512,2890
0.0623263,0.114763,2890
0.0610236,0.118414,2890
0.0622115,0.115057,2890
0.0596472,0.117827,2900
0.0604509,0.116055,2900
0.0628456,0.115334,2900
0.062002,0.119195,2900
0.076538,0.120759,2900
