size_n,dijkstra_time_ms_mean,dijkstra_time_ms_std,bellman_ford_time_ms_mean,bellman_ford_time_ms_std,reps
2760,0.056603468750000004,0.002750112480703915,0.10654859375,0.002157911821347419,32
2770,0.056290321875,0.002156973007007502,0.1074090625,0.0016734475443209306,32
2780,0.05744644375,0.0026768108025149893,0.10732609375,0.0017363168158377501,32
2790,0.05734410625,0.002948716246938816,0.108881,0.0022608435649111155,32
2800,0.058098959375,0.002705361452613515,0.109864,0.0024075741681202677,32
2810,0.058317959375,0.002791220050764023,0.10996075,0.0023957503130543458,32
2820,0.05906341875,0.0029213047765978533,0.1127300625,0.004186326111113867,32
2830,0.059339059375,0.00217083444423731,0.111897375,0.0026238493281579645,32
2840,0.05921748125,0.0026311866587907518,0.11416534375,0.0031711427613852292,32
2850,0.060080603125,0.002810114652519134,0.1137988125,0.0020799319766145598,32
2860,0.06079724375,0.0026675862348921244,0.11385034375,0.0017312215631125722,32
2870,0.0602711,0.002239619324377471,0.1152391875,0.0025528340677262486,32
2880,0.06443061875,0.0062813978381824715,0.12395253125,0.01879221813175665,32
2890,0.061469575,0.002749207997883208,0.1166469375,0.00171812133843735,32
2900,0.061576846875,0.0032375499706553145,0.11798796875,0.002660804313130418,32
2910,0.061607128125,0.0016874041563957004,0.11945603125,0.002095923192837333,32
2920,0.062437009375,0.0019620885022978984,0.11967046875,0.0031818238970004998,32
2930,0.064561884375,0.004184768399961743,0.12364415625,0.004911703498465266,32
2940,0.0656658625,0.0035493120142104655,0.1249606875,0.003631238928016683,32
2950,0.0653343,0.0024406537735819894,0.12366090625000001,0.0021581943894053972,32
2960,0.065331409375,0.002764607610082236,0.12575403125,0.005479756452642165,32
2970,0.06738965625,0.004977562692531952,0.12833071875,0.009217908064042973,32
2980,0.066181196875,0.002395206859344873,0.1246208125,0.0028134606519096272,32
2990,0.0658624,0.0029120494903718567,0.12521571875,0.0023161030071325514,32
3000,0.06642585,0.002715898410747354,0.125234875,0.0021089502979859433,32
3010,0.066798421875,0.00245399832604038,0.127608625,0.0040734456372185715,32
3020,0.068224121875,0.003574276513307831,0.1278348125,0.0027758516647767317,32
3030,0.06777738125,0.0021875196701169183,0.1286825625,0.0024582737329463013,32
3040,0.06923778125,0.003786867144936357,0.128996125,0.002224836521381964,32
3050,0.07348560312499999,0.005281912277852382,0.13838234375,0.007550379488018197,32
3060,0.07471496875,0.005457762618191033,0.14027953125,0.009574160743194332,32
3070,0.069461346875,0.0022909213917363534,0.13184134375,0.0024389124959879028,32
3080,0.070443378125,0.0029543073787199224,0.1328099375,0.002078855919392624,32
3090,0.070851903125,0.0032376867357810793,0.13435859375,0.003357049624106103,32
3100,0.07305935,0.004578076102947068,0.1373345,0.007597687123394857,32
3110,0.07095654375,0.0019562246977497073,0.13481546875,0.00211501935547253,32
3120,0.071772103125,0.002679591171648714,0.1359155625,0.0022757102179525733,32
3130,0.0715266,0.0017886134923453985,0.1364585,0.002625874794711279,32
3140,0.07313194687499999,0.0027418359177730236,0.13794409375,0.002528254689002065,32
3150,0.07250564375,0.0014223594337265603,0.139057125,0.002641932611153244,32
3160,0.07334649375,0.001900031192661303,0.1390176875,0.0022191895964166187,32
3170,0.074357528125,0.0030481346536892816,0.140073375,0.00234570206374872,32
3180,0.074542490625,0.0027954133345266872,0.1406423125,0.002034714621229164,32
3190,0.075112653125,0.002316876813458203,0.14122559375,0.002364276578831447,32
3200,0.07543146875,0.0023025844481578605,0.1426010625,0.00194783087589599,32
3210,0.076235359375,0.002867582535850032,0.1438459375,0.0028736708007518455,32
3220,0.083028296875,0.014133189104628078,0.1556565625,0.02110654181607195,32
3230,0.0764704,0.0018529576064362607,0.14584253125,0.003595675205927733,32
3240,0.077671225,0.0027761837050841926,0.14771590625,0.0062499677417136275,32
3250,0.078240365625,0.0021480816451268456,0.14815359375,0.0030027067878350914,32
3260,0.078237725,0.0019692399680777857,0.14857921875,0.003103759149547279,32
3270,0.079184546875,0.0028521188955520833,0.14862084375,0.002529750198999091,32
3280,0.07957531875,0.0023386802662556153,0.14983446875,0.002546442248318905,32
3290,0.080850621875,0.0034916988036568946,0.15031359375,0.0027741967627965655,32
3300,0.08083380312499999,0.0028426782722773495,0.15149484375,0.0032988078823017165,32
3310,0.080681440625,0.001845669537535663,0.152298625,0.00250336961351595,32
3320,0.080640553125,0.0013409552196998356,0.15457784375,0.0035828955129665655,32
3330,0.08166505625,0.002277823862255581,0.1551813125,0.0025906187296365624,32
3340,0.0825879625,0.0025271758073180718,0.15564403125,0.0030627736253718506,32
3350,0.08335146875,0.0027384150158482985,0.1581701875,0.004422867822730379,32
3360,0.082864303125,0.0019252116934710658,0.15730178125,0.0024313685026952307,32
3370,0.08357890312499999,0.002070588364976905,0.15837696875,0.0028746793895621536,32
3380,0.0852963875,0.0029065452965838594,0.16039071875,0.006565628631528623,32
3390,0.084900471875,0.001995613785003623,0.1607645625,0.00261132977304548,32
3400,0.085741465625,0.0022109491596666937,0.1614446875,0.002437602285514137,32
3410,0.085874303125,0.002417715564004115,0.16211653125,0.0027560834301637947,32
3420,0.086688934375,0.0032650670931668245,0.16319178125,0.003980305521677758,32
3430,0.087656253125,0.0035925369838027033,0.16418071875,0.002489127447952078,32
3440,0.087502825,0.003534661725681824,0.16451809374999998,0.002554778480604717,32
3450,0.087252040625,0.0019722028952194825,0.16567946875,0.002452162132491126,32
3460,0.092205815625,0.011546457785889072,0.17342346875,0.014131679130999381,32
3470,0.08952498125,0.002684726634645218,0.16877409375,0.0033292838603010333,32
3480,0.090968415625,0.0031902404591101535,0.1697310625,0.0025482839683978998,32
3490,0.090964265625,0.002553213608328896,0.17105996874999999,0.0029217223247210615,32
3500,0.091088778125,0.0019987784686425307,0.17238025,0.003233827811201459,32
3510,0.092959384375,0.0034192417457227795,0.1733583125,0.0033636674315163434,32
3520,0.092435725,0.0022821560162486713,0.17639178125,0.0062894005712705574,32
3530,0.09289434375,0.0026488283081790975,0.1752956875,0.002625399296267854,32
3540,0.09725179375,0.005880563651286835,0.18235825,0.009130442010795535,32
3550,0.09484174375,0.003151146684535795,0.1776490625,0.004224914103694153,32
3560,0.094234921875,0.0020261602957833778,0.17728896875,0.0021162609935387075,32
3570,0.095220309375,0.0020926787679549893,0.1783233125,0.002597772223914897,32
